Unnamed: 0,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combined_information
2861.0,Dave Green,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford,Adventure Family Sci-Fi,Earth to Echo,Teo Halm Ella Wahlestedt Jason Gray-Stanford Dave Green Adventure Family Sci-Fi
2862.0,John Stockwell,Kirsten Dunst,Jay Hernandez,Rolando Molina,Drama Romance,Crazy/Beautiful,Kirsten Dunst Jay Hernandez Rolando Molina John Stockwell Drama Romance
2863.0,Clint Eastwood,Yuki Matsuzaki,Kazunari Ninomiya,Shidô Nakamura,Drama History War,Letters from Iwo Jima,Yuki Matsuzaki Kazunari Ninomiya Shidô Nakamura Clint Eastwood Drama History War
2864.0,Michael Polish,J.K. Simmons,Virginia Madsen,Bruce Dern,Adventure Drama Sci-Fi,The Astronaut Farmer,J.K. Simmons Virginia Madsen Bruce Dern Michael Polish Adventure Drama Sci-Fi
2865.0,Daisy von Scherler Mayer,LL Cool J,Jada Pinkett Smith,Dave Chappelle,Comedy Romance,Woo,LL Cool J Jada Pinkett Smith Dave Chappelle Daisy von Scherler Mayer Comedy Romance
2866.0,Lenny Abrahamson,Joan Allen,Jacob Tremblay,Cas Anvar,Drama,Room,Joan Allen Jacob Tremblay Cas Anvar Lenny Abrahamson Drama
2867.0,Bob Saget,Don Rickles,Jack Warden,Traylor Howard,Comedy,Dirty Work,Don Rickles Jack Warden Traylor Howard Bob Saget Comedy
2868.0,John Waters,Kathleen Turner,Sam Waterston,Traci Lords,Comedy Crime Thriller,Serial Mom,Kathleen Turner Sam Waterston Traci Lords John Waters Comedy Crime Thriller
2869.0,Andrew Fleming,Ryan Reynolds,Will Ferrell,Kirsten Dunst,Comedy,Dick,Ryan Reynolds Will Ferrell Kirsten Dunst Andrew Fleming Comedy
2870.0,Niels Arden Oplev,Michael Nyqvist,David Dencik,Lena Endre,Action Crime Mystery Thriller,Del 1 - Män som hatar kvinnor            ,Michael Nyqvist David Dencik Lena Endre Niels Arden Oplev Action Crime Mystery Thriller
2871.0,Craig Bolotin,Rosario Dawson,Vanessa Williams,Robert Ri'chard,Drama Thriller,Light It Up,Rosario Dawson Vanessa Williams Robert Ri'chard Craig Bolotin Drama Thriller
2872.0,Mark Christopher,Salma Hayek,Ellen Albertini Dow,Sela Ward,Drama Music,54,Salma Hayek Ellen Albertini Dow Sela Ward Mark Christopher Drama Music
2873.0,Blair Hayes,Jake Gyllenhaal,Geoffrey Arend,Marley Shelton,Adventure Comedy Romance Sci-Fi,Bubble Boy,Jake Gyllenhaal Geoffrey Arend Marley Shelton Blair Hayes Adventure Comedy Romance Sci-Fi
2874.0,Jez Butterworth,Mark Gatiss,Mathieu Kassovitz,Ben Chaplin,Comedy Crime Thriller,Birthday Girl,Mark Gatiss Mathieu Kassovitz Ben Chaplin Jez Butterworth Comedy Crime Thriller
2875.0,Jon Lucas,Justin Chon,Josie Loren,Sarah Wright,Comedy,21 & Over,Justin Chon Josie Loren Sarah Wright Jon Lucas Comedy
2876.0,Olivier Assayas,Steve Buscemi,Miranda Richardson,Catalina Sandino Moreno,Comedy Drama Romance,"Paris, je t'aime",Steve Buscemi Miranda Richardson Catalina Sandino Moreno Olivier Assayas Comedy Drama Romance
2877.0,Rod Lurie,Harry Lennix,Kathryn Morris,Peter Coyote,Drama Sport,Resurrecting the Champ,Harry Lennix Kathryn Morris Peter Coyote Rod Lurie Drama Sport
2878.0,Paul Weitz,Tina Fey,Sarita Choudhury,Christopher Evan Welch,Comedy Drama Romance,Admission,Tina Fey Sarita Choudhury Christopher Evan Welch Paul Weitz Comedy Drama Romance
2879.0,Patrice Leconte,Emir Kusturica,Daniel Auteuil,Yves Jacques,Drama Romance,The Widow of Saint-Pierre,Emir Kusturica Daniel Auteuil Yves Jacques Patrice Leconte Drama Romance
2880.0,Atom Egoyan,Liam Neeson,Meghan Heffern,Natalie Lisinska,Drama Mystery Romance Thriller,Chloe,Liam Neeson Meghan Heffern Natalie Lisinska Atom Egoyan Drama Mystery Romance Thriller
2881.0,Paul Mazursky,Chazz Palminteri,Ryan O'Neal,Paul Mazursky,Comedy Crime Drama,Faithful,Chazz Palminteri Ryan O'Neal Paul Mazursky Paul Mazursky Comedy Crime Drama
2882.0,Jim Sheridan,Natalie Portman,Jake Gyllenhaal,Ethan Suplee,Drama Thriller,Brothers,Natalie Portman Jake Gyllenhaal Ethan Suplee Jim Sheridan Drama Thriller
2883.0,Sidney Lumet,Peter Dinklage,Vin Diesel,Alex Rocco,Biography Comedy Crime Drama,Find Me Guilty,Peter Dinklage Vin Diesel Alex Rocco Sidney Lumet Biography Comedy Crime Drama
2884.0,Stephen Chbosky,Logan Lerman,Ezra Miller,Kate Walsh,Drama Romance,The Perks of Being a Wallflower,Logan Lerman Ezra Miller Kate Walsh Stephen Chbosky Drama Romance
2885.0,Jon Hess,Burt Young,Ian Gomez,Thomas Ian Griffith,Action,Excessive Force,Burt Young Ian Gomez Thomas Ian Griffith Jon Hess Action
2886.0,Douglas McGrath,Toby Jones,Isabella Rossellini,Hope Davis,Biography Crime Drama,Infamous,Toby Jones Isabella Rossellini Hope Davis Douglas McGrath Biography Crime Drama
2888.0,Mark Neveldine,Djimon Hounsou,Alison Lohman,Dougray Scott,Horror Thriller,The Vatican Tapes,Djimon Hounsou Alison Lohman Dougray Scott Mark Neveldine Horror Thriller
2889.0,Joe Cornish,John Boyega,Luke Treadaway,Jodie Whittaker,Action Comedy Sci-Fi Thriller,Attack the Block,John Boyega Luke Treadaway Jodie Whittaker Joe Cornish Action Comedy Sci-Fi Thriller
2890.0,Angelina Jolie Pitt,Jelena Jovanova,Nikola Djuricko,Branko Djuric,Drama Romance War,In the Land of Blood and Honey,Jelena Jovanova Nikola Djuricko Branko Djuric Angelina Jolie Pitt Drama Romance War
2891.0,Brad Anderson,Michael Imperioli,Tara Platt,Roma Maffia,Crime Thriller,The Call,Michael Imperioli Tara Platt Roma Maffia Brad Anderson Crime Thriller
2892.0,John H. Lee,Liam Neeson,Dean Dawson,Jung-jae Lee,Action Drama History War,Operation Chromite,Liam Neeson Dean Dawson Jung-jae Lee John H. Lee Action Drama History War
2893.0,John Stainton,Steve Irwin,Aden Young,Steve Bastoni,Action Adventure Comedy Family,The Crocodile Hunter: Collision Course,Steve Irwin Aden Young Steve Bastoni John Stainton Action Adventure Comedy Family
2894.0,Glenn Ficarra,Dameon Clarke,Louis Herthum,Annie Golden,Biography Comedy Crime Drama Romance,I Love You Phillip Morris,Dameon Clarke Louis Herthum Annie Golden Glenn Ficarra Biography Comedy Crime Drama Romance
2895.0,Jean-Jacques Annaud,Rae Dawn Chong,Everett McGill,Gary Schwartz,Adventure Drama History,Quest for Fire,Rae Dawn Chong Everett McGill Gary Schwartz Jean-Jacques Annaud Adventure Drama History
2896.0,Denzel Washington,Denzel Washington,Kevin Connolly,Derek Luke,Biography Drama,Antwone Fisher,Denzel Washington Kevin Connolly Derek Luke Denzel Washington Biography Drama
2897.0,Michael Hoffman,Gabriel Millman,Embeth Davidtz,Rob Morrow,Drama,The Emperor's Club,Gabriel Millman Embeth Davidtz Rob Morrow Michael Hoffman Drama
2898.0,Tony Scott,Brad Pitt,Gary Oldman,Michael Rapaport,Action Crime Drama Romance Thriller,True Romance,Brad Pitt Gary Oldman Michael Rapaport Tony Scott Action Crime Drama Romance Thriller
2899.0,Benedek Fliegauf,Eva Green,Matt Smith,Hannah Murray,Drama Romance Sci-Fi,Womb,Eva Green Matt Smith Hannah Murray Benedek Fliegauf Drama Romance Sci-Fi
2900.0,James Foley,Kevin Spacey,Al Pacino,Jude Ciccolella,Crime Drama Mystery,Glengarry Glen Ross,Kevin Spacey Al Pacino Jude Ciccolella James Foley Crime Drama Mystery
2901.0,Michael Winterbottom,Liam Aiken,Ned Beatty,Jay R. Ferguson,Crime Drama Thriller,The Killer Inside Me,Liam Aiken Ned Beatty Jay R. Ferguson Michael Winterbottom Crime Drama Thriller
2903.0,Stewart Hendler,Julian Morris,Margo Harshman,Rumer Willis,Horror Mystery,Sorority Row,Julian Morris Margo Harshman Rumer Willis Stewart Hendler Horror Mystery
2904.0,John Cromwell,David Niven,Mary Astor,Ronald Colman,Adventure Drama Romance,The Prisoner of Zenda,David Niven Mary Astor Ronald Colman John Cromwell Adventure Drama Romance
2905.0,Craig Gillespie,Ryan Gosling,Kelli Garner,Paul Schneider,Comedy Drama Romance,Lars and the Real Girl,Ryan Gosling Kelli Garner Paul Schneider Craig Gillespie Comedy Drama Romance
2906.0,Mark Herman,Richard Johnson,Sheila Hancock,Cara Horgan,Drama War,The Boy in the Striped Pajamas,Richard Johnson Sheila Hancock Cara Horgan Mark Herman Drama War
2907.0,Lars von Trier,Catherine Deneuve,Udo Kier,Björk,Crime Drama Musical,Dancer in the Dark,Catherine Deneuve Udo Kier Björk Lars von Trier Crime Drama Musical
2908.0,Gillian Armstrong,Tom Wilkinson,Richard Roxburgh,Clive Russell,Drama Romance,Oscar and Lucinda,Tom Wilkinson Richard Roxburgh Clive Russell Gillian Armstrong Drama Romance
2909.0,Abel Ferrara,Isabella Rossellini,Vincent Gallo,Gretchen Mol,Crime Drama,The Funeral,Isabella Rossellini Vincent Gallo Gretchen Mol Abel Ferrara Crime Drama
2910.0,Brian Koppelman,Jenna Fischer,David Costabile,Richard Schiff,Comedy Drama Romance,Solitary Man,Jenna Fischer David Costabile Richard Schiff Brian Koppelman Comedy Drama Romance
2911.0,Ethan Maniquis,Robert De Niro,Don Johnson,Cheech Marin,Action Crime Thriller,Machete,Robert De Niro Don Johnson Cheech Marin Ethan Maniquis Action Crime Thriller
2912.0,George Hickenlooper,Kevin Spacey,Eric Schweig,Christian Campbell,Biography Comedy Crime Drama,Casino Jack,Kevin Spacey Eric Schweig Christian Campbell George Hickenlooper Biography Comedy Crime Drama
2913.0,Don Bluth,Judith Barsi,Gabriel Damon,Bill Erwin,Adventure Animation Family,The Land Before Time,Judith Barsi Gabriel Damon Bill Erwin Don Bluth Adventure Animation Family
2914.0,Je-kyu Kang,Min-sik Choi,Bin Won,Dong-gun Jang,Action Drama War,Tae Guk Gi: The Brotherhood of War,Min-sik Choi Bin Won Dong-gun Jang Je-kyu Kang Action Drama War
2915.0,William Dear,Clifton Collins Jr.,Cheech Marin,Bruce McGill,Comedy Drama Family Sport,The Perfect Game,Clifton Collins Jr. Cheech Marin Bruce McGill William Dear Comedy Drama Family Sport
2916.0,William Friedkin,Ellen Burstyn,Linda Blair,Lee J. Cobb,Horror,The Exorcist,Ellen Burstyn Linda Blair Lee J. Cobb William Friedkin Horror
2917.0,Steven Spielberg,Roy Scheider,Robert Shaw,Murray Hamilton,Adventure Drama Thriller,Jaws,Roy Scheider Robert Shaw Murray Hamilton Steven Spielberg Adventure Drama Thriller
2918.0,Paul Weitz,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,Comedy,American Pie,Alyson Hannigan Shannon Elizabeth Natasha Lyonne Paul Weitz Comedy
2919.0,Stéphane Aubier,Mackenzie Foy,Megan Mullally,Lambert Wilson,Animation Comedy Crime Drama Family,Ernest & Celestine,Mackenzie Foy Megan Mullally Lambert Wilson Stéphane Aubier Animation Comedy Crime Drama Family
2920.0,Michael Ritchie,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis,Action Adventure Comedy Fantasy Mystery,The Golden Child,Victor Wong Randall 'Tex' Cobb Charlotte Lewis Michael Ritchie Action Adventure Comedy Fantasy Mystery
2921.0,Tim Story,Chris Brown,Romany Malco,Regina Hall,Comedy Romance,Think Like a Man,Chris Brown Romany Malco Regina Hall Tim Story Comedy Romance
2922.0,Tim Story,Sean Patrick Thomas,Jason George,Cedric the Entertainer,Comedy Drama,Barbershop,Sean Patrick Thomas Jason George Cedric the Entertainer Tim Story Comedy Drama
2923.0,Nicholas Meyer,Leonard Nimoy,Kirstie Alley,Nichelle Nichols,Action Adventure Sci-Fi,Star Trek II: The Wrath of Khan,Leonard Nimoy Kirstie Alley Nichelle Nichols Nicholas Meyer Action Adventure Sci-Fi
2924.0,Tom Shadyac,Sean Young,Udo Kier,David Margulies,Comedy,Ace Ventura: Pet Detective,Sean Young Udo Kier David Margulies Tom Shadyac Comedy
2925.0,John Badham,Matthew Broderick,Barry Corbin,Ally Sheedy,Sci-Fi Thriller,WarGames,Matthew Broderick Barry Corbin Ally Sheedy John Badham Sci-Fi Thriller
2926.0,Peter Weir,Harrison Ford,Viggo Mortensen,Lukas Haas,Crime Drama Romance Thriller,Witness,Harrison Ford Viggo Mortensen Lukas Haas Peter Weir Crime Drama Romance Thriller
2927.0,Mike McCoy,Alex Veadov,Jason Cottle,Rorke Denver,Action Adventure Drama Thriller War,Act of Valor,Alex Veadov Jason Cottle Rorke Denver Mike McCoy Action Adventure Drama Thriller War
2928.0,Anne Fletcher,Channing Tatum,Alyson Stoner,Josh Henderson,Crime Drama Music Romance,Step Up,Channing Tatum Alyson Stoner Josh Henderson Anne Fletcher Crime Drama Music Romance
2929.0,Mike Judge,Bruce Willis,Demi Moore,John Doman,Adventure Animation Comedy Crime,Beavis and Butt-Head Do America,Bruce Willis Demi Moore John Doman Mike Judge Adventure Animation Comedy Crime
2930.0,Quentin Tarantino,Robert De Niro,Sid Haig,Robert Forster,Crime Thriller,Jackie Brown,Robert De Niro Sid Haig Robert Forster Quentin Tarantino Crime Thriller
2931.0,Jon Hurwitz,Danneel Ackles,Eric Winter,Beverly D'Angelo,Adventure Comedy,Harold & Kumar Escape from Guantanamo Bay,Danneel Ackles Eric Winter Beverly D'Angelo Jon Hurwitz Adventure Comedy
2932.0,Josh Trank,Michael Kelly,Alex Russell,Ashley Hinshaw,Drama Sci-Fi Thriller,Chronicle,Michael Kelly Alex Russell Ashley Hinshaw Josh Trank Drama Sci-Fi Thriller
2933.0,Barbra Streisand,Miriam Margolyes,Amy Irving,Steven Hill,Drama Musical Romance,Yentl,Miriam Margolyes Amy Irving Steven Hill Barbra Streisand Drama Musical Romance
2934.0,Terry Gilliam,Shelley Duvall,Michael Palin,Kenny Baker,Adventure Comedy Fantasy Sci-Fi,Time Bandits,Shelley Duvall Michael Palin Kenny Baker Terry Gilliam Adventure Comedy Fantasy Sci-Fi
2936.0,Nima Nourizadeh,Dax Flame,Kirby Bliss Blanton,Oliver Cooper,Comedy Crime,Project X,Dax Flame Kirby Bliss Blanton Oliver Cooper Nima Nourizadeh Comedy Crime
2937.0,Franklin J. Schaffner,George C. Scott,Karl Malden,Bill Hickman,Biography Drama War,Patton,George C. Scott Karl Malden Bill Hickman Franklin J. Schaffner Biography Drama War
2938.0,Mark Romanek,Robin Williams,Gary Cole,Connie Nielsen,Drama Thriller,One Hour Photo,Robin Williams Gary Cole Connie Nielsen Mark Romanek Drama Thriller
2939.0,John Erick Dowdle,Andrew Fiscella,Jay Hernandez,Dania Ramirez,Horror Sci-Fi Thriller,Quarantine,Andrew Fiscella Jay Hernandez Dania Ramirez John Erick Dowdle Horror Sci-Fi Thriller
2940.0,David Moreau,Chloë Grace Moretz,Alessandro Nivola,Obba Babatundé,Horror Mystery,The Eye,Chloë Grace Moretz Alessandro Nivola Obba Babatundé David Moreau Horror Mystery
2941.0,Christopher Erskin,Vanessa Williams,Shannon Elizabeth,Shad Moss,Comedy,Johnson Family Vacation,Vanessa Williams Shannon Elizabeth Shad Moss Christopher Erskin Comedy
2942.0,Jesse Dylan,Hector Elizondo,Fred Willard,T.J. Thyne,Comedy Fantasy,How High,Hector Elizondo Fred Willard T.J. Thyne Jesse Dylan Comedy Fantasy
2943.0,Brian Henson,Steven Mackintosh,Jerry Nelson,Steve Whitmire,Comedy Drama Family Fantasy Musical,The Muppet Christmas Carol,Steven Mackintosh Jerry Nelson Steve Whitmire Brian Henson Comedy Drama Family Fantasy Musical
2944.0,Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,Action Adventure Thriller,Casino Royale,Eva Green Tobias Menzies Ivana Milicevic Martin Campbell Action Adventure Thriller
2945.0,Julie Taymor,Salma Hayek,Roger Rees,Valeria Golino,Biography Drama Romance,Frida,Salma Hayek Roger Rees Valeria Golino Julie Taymor Biography Drama Romance
2946.0,Dan Cutforth,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell,Documentary Music,Katy Perry: Part of Me,Lexie Contursi Ashley Ashida Dixon Anthony Burrell Dan Cutforth Documentary Music
2947.0,Josh Boone,Shailene Woodley,Sam Trammell,Nat Wolff,Drama Romance,The Fault in Our Stars,Shailene Woodley Sam Trammell Nat Wolff Josh Boone Drama Romance
2948.0,John Dahl,Matt Damon,Martin Landau,Gretchen Mol,Crime Drama,Rounders,Matt Damon Martin Landau Gretchen Mol John Dahl Crime Drama
2949.0,Chris Rock,Rosario Dawson,Romany Malco,J.B. Smoove,Comedy Romance,Top Five,Rosario Dawson Romany Malco J.B. Smoove Chris Rock Comedy Romance
2950.0,John Frankenheimer,Talia Shire,Richard Dysart,Robert Foxworth,Horror Sci-Fi,Prophecy,Talia Shire Richard Dysart Robert Foxworth John Frankenheimer Horror Sci-Fi
2951.0,David Koepp,Illeana Douglas,Kathryn Erbe,Lusia Strus,Horror Mystery Thriller,Stir of Echoes,Illeana Douglas Kathryn Erbe Lusia Strus David Koepp Horror Mystery Thriller
2952.0,unknown,Peter Mensah,Kelvin Taylor,Viva Bianca,Action Adventure Biography Drama History,Spartacus: War of the Damned            ,Peter Mensah Kelvin Taylor Viva Bianca unknown Action Adventure Biography Drama History
2953.0,Stephen Frears,Steve Coogan,Mare Winningham,Peter Hermann,Biography Drama,Philomena,Steve Coogan Mare Winningham Peter Hermann Stephen Frears Biography Drama
2954.0,Mike Binder,Alicia Witt,Erika Christensen,Joan Allen,Comedy Drama,The Upside of Anger,Alicia Witt Erika Christensen Joan Allen Mike Binder Comedy Drama
2955.0,Franklin J. Schaffner,Laurence Olivier,Anne Meara,Steve Guttenberg,Drama Thriller,The Boys from Brazil,Laurence Olivier Anne Meara Steve Guttenberg Franklin J. Schaffner Drama Thriller
2956.0,Elizabeth Allen Rosenbaum,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman,Comedy Family Fantasy Romance,Aquamarine,Tammin Sursok Joanna 'JoJo' Levesque Dichen Lachman Elizabeth Allen Rosenbaum Comedy Family Fantasy Romance
2957.0,Jake Schreier,Nat Wolff,Cara Delevingne,Meg Crosbie,Drama Mystery Romance,Paper Towns,Nat Wolff Cara Delevingne Meg Crosbie Jake Schreier Drama Mystery Romance
2958.0,Cheryl Dunye,Michael Imperioli,Marsha Thomason,Bai Ling,Comedy,My Baby's Daddy,Michael Imperioli Marsha Thomason Bai Ling Cheryl Dunye Comedy
2959.0,Alexander Payne,Devin Ratray,Bruce Dern,Will Forte,Adventure Comedy Drama,Nebraska,Devin Ratray Bruce Dern Will Forte Alexander Payne Adventure Comedy Drama
2960.0,Ernest R. Dickerson,CCH Pounder,Jada Pinkett Smith,Gary Farmer,Action Fantasy Horror Thriller,Tales from the Crypt: Demon Knight,CCH Pounder Jada Pinkett Smith Gary Farmer Ernest R. Dickerson Action Fantasy Horror Thriller
2961.0,Tim Hill,Noel Fisher,Amber Valletta,Larry Miller,Comedy Crime Family,Max Keeble's Big Move,Noel Fisher Amber Valletta Larry Miller Tim Hill Comedy Crime Family
2962.0,Jason Reitman,Charlize Theron,Patton Oswalt,Collette Wolfe,Comedy Drama,Young Adult,Charlize Theron Patton Oswalt Collette Wolfe Jason Reitman Comedy Drama
2963.0,Mark Neveldine,Jason Statham,Edi Gathegi,Jose Pablo Cantillo,Action Crime Thriller,Crank,Jason Statham Edi Gathegi Jose Pablo Cantillo Mark Neveldine Action Crime Thriller
2964.0,Lionel C. Martin,Bernie Mac,Gilbert Gottfried,Lark Voorhies,Comedy,How to Be a Player,Bernie Mac Gilbert Gottfried Lark Voorhies Lionel C. Martin Comedy
2965.0,Richard LaGravenese,Holly Hunter,Eddie Cibrian,Jenette Goldstein,Comedy Drama Romance,Living Out Loud,Holly Hunter Eddie Cibrian Jenette Goldstein Richard LaGravenese Comedy Drama Romance
2966.0,Sanaa Hamri,Common,Laz Alonso,Mehcad Brooks,Comedy Romance Sport,Just Wright,Common Laz Alonso Mehcad Brooks Sanaa Hamri Comedy Romance Sport
2967.0,Jonathan Demme,Anne Hathaway,Rosemarie DeWitt,Bill Irwin,Drama Romance,Rachel Getting Married,Anne Hathaway Rosemarie DeWitt Bill Irwin Jonathan Demme Drama Romance
2968.0,Bob Rafelson,Anjelica Huston,Michael Lerner,John Colicos,Crime Drama Romance Thriller,The Postman Always Rings Twice,Anjelica Huston Michael Lerner John Colicos Bob Rafelson Crime Drama Romance Thriller
2969.0,Peter Webber,Scarlett Johansson,Colin Firth,Tom Wilkinson,Biography Drama Romance,Girl with a Pearl Earring,Scarlett Johansson Colin Firth Tom Wilkinson Peter Webber Biography Drama Romance
2970.0,Wolfgang Petersen,Jürgen Prochnow,Martin Semmelrogge,Herbert Grönemeyer,Adventure Drama Thriller War,Das Boot,Jürgen Prochnow Martin Semmelrogge Herbert Grönemeyer Wolfgang Petersen Adventure Drama Thriller War
2971.0,John Lee Hancock,Dennis Quaid,Marc Blucas,Jordi Mollà,Drama History War Western,The Alamo,Dennis Quaid Marc Blucas Jordi Mollà John Lee Hancock Drama History War Western
2972.0,Wallace Wolodarsky,Heather Matarazzo,Barry Watson,Harland Williams,Comedy,Sorority Boys,Heather Matarazzo Barry Watson Harland Williams Wallace Wolodarsky Comedy
2973.0,Richard Curtis,Tom Hughes,Tom Hollander,Lindsay Duncan,Drama Fantasy Romance,About Time,Tom Hughes Tom Hollander Lindsay Duncan Richard Curtis Drama Fantasy Romance
2974.0,Yimou Zhang,Takeshi Kaneshiro,Andy Lau,Zhengyong Zhang,Action Adventure Drama Romance,House of Flying Daggers,Takeshi Kaneshiro Andy Lau Zhengyong Zhang Yimou Zhang Action Adventure Drama Romance
2975.0,Nicholas Jarecki,Nate Parker,Curtiss Cook,Reg E. Cathey,Drama Thriller,Arbitrage,Nate Parker Curtiss Cook Reg E. Cathey Nicholas Jarecki Drama Thriller
2976.0,Dean Israelite,Gary Weeks,Jonny Weston,Sofia Black-D'Elia,Sci-Fi Thriller,Project Almanac,Gary Weeks Jonny Weston Sofia Black-D'Elia Dean Israelite Sci-Fi Thriller
2977.0,Darnell Martin,Cedric the Entertainer,Veronika Dash,Tammy Blanchard,Biography Drama Music,Cadillac Records,Cedric the Entertainer Veronika Dash Tammy Blanchard Darnell Martin Biography Drama Music
2978.0,Scott Alexander,Sarah Silverman,Dave Chappelle,Sherman Hemsley,Comedy Crime,Screwed,Sarah Silverman Dave Chappelle Sherman Hemsley Scott Alexander Comedy Crime
2979.0,Stuart Gordon,Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.,Action Crime Sci-Fi Thriller,Fortress,Christopher Lambert Kurtwood Smith Clifton Collins Jr. Stuart Gordon Action Crime Sci-Fi Thriller
